LastName,FirstName,Age,Class,PassengerOrCrew,Role,Survivor
LEMORE,Mrs Amelia,39,2nd Class,Passenger,,true
LENNON,Mr Denis,20,3rd Class,Passenger,,false
LENOX-CONYNGHAM,Master Dennis Hugh,10,1st Class,Passenger,Cross Channel Passenger,true
LENOX-CONYNGHAM,Miss Eileen,11,1st Class,Passenger,Cross Channel Passenger,true
LENOX-CONYNGHAM,Miss Harriet Alice Katherine,34,1st Class,Passenger,Cross Channel Passenger,true
LENOX-CONYNGHAM,Mrs Barbara Josephine,44,1st Class,Passenger,Cross Channel Passenger,true
LEONARD,Mr Matthew,25,Victualling,Crew,,false
LEROY,Miss Berthe,27,1st Class,Passenger,Servant,true
LESTER,Mr James,41,3rd Class,Passenger,,false
LESUEUR,Mr Louis Gustave Joseph,35,1st Class,Passenger,Servant,true
LEVETT,Mr George Alfred,26,Victualling,Crew,,false
LÉVY,Mr René Jacques,36,2nd Class,Passenger,,false
LEWIS,Mr Arthur Ernest Read,27,Victualling,Crew,,true
LEWIS,Mr James,34,Engineering,Crew,(Delivery trip only),false
LEWY,Mr Ervin G.,30,1st Class,Passenger,,false
LEYSON,Mr Robert William Norman,25,2nd Class,Passenger,,false
LIEVENS,Mr René Aimé,24,3rd Class,Passenger,,false
LIGHT,Mr Charles Edward,24,Victualling,Crew,,false
LIGHT,Mr Christopher William,20,Engineering,Crew,,false
LIGHT,Mr W.,47,Engineering,Crew,,false
LIGHTOLLER,Mr Charles Herbert,38,Deck,Crew,Titanic Officers,true
LIND,Mr Erik Gustaf,42,1st Class,Passenger,,false
LINDAHL,Miss Agda Thorilda Viktoria,25,3rd Class,Passenger,,false
LINDBLOM,Miss Augusta Charlotta,45,3rd Class,Passenger,,false
LINDELL,Mr Edvard Bengtsson,36,3rd Class,Passenger,,false
LINDELL,Mrs Elin Gerda,30,3rd Class,Passenger,,false
LINDQVIST,Mr Eino William,20,3rd Class,Passenger,,true
LINDSAY,Mr William Charles,30,Engineering,Crew,,true
LINDSTRÖM,Mrs Sigrid,55,1st Class,Passenger,,true
LINEHAN,Mr Michael,21,3rd Class,Passenger,,false
LINES,Miss Mary Conover,16,1st Class,Passenger,,true
LINES,Mrs Elizabeth Lindsey,50,1st Class,Passenger,,true
LING,Mr Lee,28,3rd Class,Passenger,,false
LINGANE,Mr John,61,2nd Class,Passenger,,false
LINHART,Mr Wenzel,28,3rd Class,Passenger,,false
LITTLE,Mr James,28,Engineering,Crew,(Delivery trip only),false
LITTLE,Mr James,49,Engineering,Crew,(Delivery trip only),false
LITTLEJOHN,Mr Alexander James,40,Victualling,Crew,,true
LIVSHIN,Mr David,25,3rd Class,Passenger,,false
LLOYD,Mr Humphrey,41,Victualling,Crew,,false
LLOYD,Mr William,29,Engineering,Crew,Substitute Crew,false
LOBB,Mr William Arthur,31,3rd Class,Passenger,,false
LOBB,Mrs Cordelia,34,3rd Class,Passenger,,false
LOCKE,Mr Albert George,33,Victualling,Crew,Substitute Crew,false
LOCKYER,Mr Edward Thomas,19,3rd Class,Passenger,,false
LONG,Mr Frank,31,Engineering,Crew,,false
LONG,Mr Milton Clyde,29,1st Class,Passenger,,false
LONG,Mr William,36,Engineering,Crew,,false
LONGLEY,Miss Gretchen Fiske,21,1st Class,Passenger,,true
LONGMUIR,Mr John Dickson,19,Victualling,Crew,,false
LORING,Mr Joseph Holland,30,1st Class,Passenger,,false
LOUCH,Mr Charles,50,2nd Class,Passenger,,false
LOUCH,Mrs Alice Adelaide,42,2nd Class,Passenger,,true
LOUGHRAN,Mr Joseph,28,Engineering,Crew,(Delivery trip only),false
LOVELL,Mr John,37,Victualling,Crew,,false
LOVELL,Mr John Hall,20,3rd Class,Passenger,,false
LOWE,Mr Harold Godfrey,29,Deck,Crew,Titanic Officers,true
LOWERY,Mr David,28,Engineering,Crew,(Delivery trip only),false
LUCAS,Mr William Arthur,25,Deck,Crew,,true
LUCAS,Mr William Watson,31,Victualling,Crew,,true
LULIĆ,Mr Nikola,29,3rd Class,Passenger,,true
LUNDAHL,Mr Johan Svensson,50,3rd Class,Passenger,,false
LUNDIN,Miss Olga Elida,23,3rd Class,Passenger,,true
LUNDSTRÖM,Mr Thure Edvin,32,3rd Class,Passenger,,true
LURETTE,Miss Eugénie Elise,59,1st Class,Passenger,Servant,true
LYDIATT,Mr Charles,45,Victualling,Crew,,false
LYMPEROPOULUS,Mr Panagiotis K.,30,3rd Class,Passenger,,false
LYNTAKOFF,Mr Stanko,44,3rd Class,Passenger,,false
LYONS,Mr William Henry,25,Deck,Crew,,false
LYTLE,Mr Thomas,31,Engineering,Crew,(Delivery trip only),false
MABEY,Mr John Charles,23,Victualling,Crew,,false
MACK,Mrs Mary,57,2nd Class,Passenger,,false
MACKAY,Mr George William,20,3rd Class,Passenger,,false
MACKIE,Mr George William,34,Victualling,Crew,,false
MACKIE,Mr William Dickson,32,Engineering,Crew,,false
MADIGAN,Miss Margaret,21,3rd Class,Passenger,,true
MADILL,Miss Georgette Alexandra,16,1st Class,Passenger,,true
MADSEN,Mr Fridtjof Arne,24,3rd Class,Passenger,,true
MÄENPÄÄ,Mr Matti Alexanteri,22,3rd Class,Passenger,,false
MAGUIRE,Mr John Edward,30,1st Class,Passenger,,false
MAHON,Miss Bridget Delia,20,3rd Class,Passenger,,false
MAIONI,Miss Roberta Elizabeth Mary,20,1st Class,Passenger,Servant,true
MAJOR,Mr Thomas Edgar,36,Victualling,Crew,,false
MAJOR,Mr William James,32,Engineering,Crew,,true
MÄKINEN,Mr Kalle Edvard,29,3rd Class,Passenger,,false
MALACHARD,Mr Jean-Noël,25,2nd Class,Passenger,,false
MALLET,Master André Clement,1,2nd Class,Passenger,,true
MALLET,Mr Albert Denis Pierre,45,2nd Class,Passenger,,false
MALLET,Mrs Antonine Marie,24,2nd Class,Passenger,,true
MĀMĀ,Mr Hannā Mikā'īl,20,3rd Class,Passenger,,true
MANGAN,Miss Mary,32,3rd Class,Passenger,,false
MANGIAVACCHI,Mr Emilio Giovanni Andrea Onorato,47,2nd Class,Passenger,,false
MANLY,Mr A.,23,Victualling,Crew,Failed to Join Ship,false
MANN,Mr Joseph,26,Deck,Crew,(Delivery trip only),false
MANN,Mr Samuel,40,Engineering,Crew,(Delivery trip only),false
MANNION,Miss Margaret,28,3rd Class,Passenger,,true
MANTLE,Mr Roland Frederick,40,Victualling,Crew,,false
MARCH,Mr John Starr,50,Victualling,Crew,Postal Clerk,false
MARDIROSIAN,Mr Sarkis,25,3rd Class,Passenger,,false
MARÉCHAL,Mr Pierre,29,1st Class,Passenger,,true
MARETT,Mr George John,26,Engineering,Crew,,false
MARINKO,Mr Dmitri,23,3rd Class,Passenger,,false
MARKOFF,Mr Marin,35,3rd Class,Passenger,,false
MARKS,Mr James,27,Victualling,Crew,,false
MARKUN,Mr Johann,33,3rd Class,Passenger,,false
MARRIOTT,Mr John William,21,Victualling,Crew,,false
MARSDEN,Miss Evelyn,28,Victualling,Crew,,true
MARSH,Mr Frederick Charles,39,Engineering,Crew,,false
MARTIN,Miss Mabel Elvina,20,Restaurant Staff,Crew,,true
MARTIN,Mr John,33,Engineering,Crew,(Delivery trip only),false
MARTIN,Mrs Annie Martha,39,Victualling,Crew,,true
MARVIN,Mr Daniel Warner,18,1st Class,Passenger,,false
MARVIN,Mrs Mary Graham Carmichael,18,1st Class,Passenger,,true
MASKELL,Mr Leopold Adolphus,25,Engineering,Crew,,false
MASON,Mr Frank Archibald Robert,32,Engineering,Crew,,true
MASON,Mr J.,39,Engineering,Crew,,false
MASSEY,Mr James,35,Engineering,Crew,(Delivery trip only),false
MATHERS,Mr John,26,Engineering,Crew,(Delivery trip only),false
MATHERSON,Mr David,33,Deck,Crew,,false
MATHIAS,Mr Montague Vincent,29,Deck,Crew,,false
MATINOFF,Mr Nicola,30,3rd Class,Passenger,,false
MATTHEWS,Mr William John,23,2nd Class,Passenger,,false
MATTMANN,Sig. Adolf,20,Restaurant Staff,Crew,,false
MAUGÉ,Mr Paul Achille Maurice Germain,25,Restaurant Staff,Crew,,true
MAWHINNEY,Mr John,45,Deck,Crew,(Delivery trip only),false
MAXWELL,Mr John,29,Deck,Crew,,false
MAXWELL,Mr William,39,Engineering,Crew,(Delivery trip only),false
MAY,Mr Arthur William,22,Engineering,Crew,,false
MAY,Mr Arthur William,59,Engineering,Crew,,false
MAY,Mr Richard W.,0,1st Class,Passenger,Cross Channel Passenger,true
MAY,Mr Stanley,0,1st Class,Passenger,Cross Channel Passenger,true
MAYBERY,Mr Frank Hubert,36,2nd Class,Passenger,,false
MAYES,Mr William,29,Engineering,Crew,(Delivery trip only),false
MAYNARD,Mr Isaac Hiram,31,Victualling,Crew,,true
MAYNÉ,Mlle Berthe Antonine,24,1st Class,Passenger,,true
MAYO,Mr William Peter,28,Engineering,Crew,,false
MAYTUM,Mr Alfred,53,Victualling,Crew,,false
MAYZES,Mr Thomas Jubilee,25,Engineering,Crew,,true
MCALLISTER,Mr Hugh,34,Engineering,Crew,(Delivery trip only),false
MCALLISTOR,Mr Daniel,29,Engineering,Crew,(Delivery trip only),false
MCANDREW,Mr Thomas Patrick,38,Engineering,Crew,,false
MCANDREWS,Mr William,23,Engineering,Crew,,false
MCARTHUR,Mr James,29,Engineering,Crew,(Delivery trip only),false
MCBARTY,Mr Thomas,0,Engineering,Crew,(Delivery trip only),false
MCCAFFRY,Mr Thomas Francis,46,1st Class,Passenger,,false
MCCARRON,Mr David,32,Engineering,Crew,(Delivery trip only),false
MCCARTHY,Miss Catherine,24,3rd Class,Passenger,,true
MCCARTHY,Mr Frederick James,38,Victualling,Crew,,false
MCCARTHY,Mr Timothy John,54,1st Class,Passenger,,false
MCCARTHY,Mr William,48,Deck,Crew,,true
MCCARTNEY,Mr John,49,Deck,Crew,(Delivery trip only),false
MCCASTLIN,Mr William,28,Engineering,Crew,,false
MCCAWLEY,Mr Thomas W.,36,Victualling,Crew,,false
MCCORMACK,Mr Thomas Joseph,19,3rd Class,Passenger,,true
MCCOY,Miss Agnes,29,3rd Class,Passenger,,true
MCCOY,Miss Alice,26,3rd Class,Passenger,,true
MCCOY,Mr Bernard,24,3rd Class,Passenger,,true
MCCRAE,Mr Arthur Gordon,32,2nd Class,Passenger,,false
MCCRIE,Mr James Matthew,32,2nd Class,Passenger,,false
MCDERMOTT,Miss Bridget Delia,31,3rd Class,Passenger,,true
MCDONALD,Mr Daniel,26,Engineering,Crew,(Delivery trip only),false
MCDONALD,Mr George,30,Engineering,Crew,(Delivery trip only),false
MCELROY,Mr Hugh Walter,37,Victualling,Crew,,false
MCENSPIE,Mr James,48,Deck,Crew,(Delivery trip only),false
MCENTEE,Mr Charles,37,Engineering,Crew,(Delivery trip only),false
MCERLINE,Mr John,49,Engineering,Crew,(Delivery trip only),false
MCEVOY,Mr Michael,20,3rd Class,Passenger,,false
MCGANN,Mr James,29,Engineering,Crew,,true
MCGARVEY,Mr Edward Joseph,34,Engineering,Crew,,false
MCGAW,Mr Erroll Victor,30,Engineering,Crew,,false
MCGAW,Mr Samuel,34,Engineering,Crew,(Delivery trip only),false
MCGEE,Mr Patrick,32,Engineering,Crew,(Delivery trip only),false
MCGEE,Mr Samuel,48,Engineering,Crew,(Delivery trip only),false
MCGILL,Mr John,36,Engineering,Crew,(Delivery trip only),false
MCGILL,Mr Thomas,29,Engineering,Crew,(Delivery trip only),false
MCGIVERN,Mr Henry,41,Engineering,Crew,(Delivery trip only),false
MCGIVERN,Mr Thomas,43,Engineering,Crew,(Delivery trip only),false
MCGONAGAL,Mr W.,49,Deck,Crew,(Delivery trip only),false
MCGOUGH,Mr Frank,25,Engineering,Crew,(Delivery trip only),false
MCGOUGH,Mr George Francis 'Paddy',36,Deck,Crew,,true
MCGOUGH,Mr James Robert,35,1st Class,Passenger,,true
MCGOVERN,Miss Mary,20,3rd Class,Passenger,,true
MCGOWAN,Miss Anna Louise,17,3rd Class,Passenger,,true
MCGOWAN,Miss Catherine,42,3rd Class,Passenger,,false
MCGOWN,Mr Barney,43,Engineering,Crew,(Delivery trip only),false
MCGRADY,Mr James,27,Victualling,Crew,,false
MCGREEVY,Mr Richard,26,Engineering,Crew,(Delivery trip only),false
MCGROGAN,Mr John,45,Engineering,Crew,(Delivery trip only),false
MCILROY,Mr Barney,36,Engineering,Crew,(Delivery trip only),false
MCILROY,Mr James,40,Engineering,Crew,(Delivery trip only),false
MCILROY,Mr Robert,26,Engineering,Crew,(Delivery trip only),false
MCILROY,Mr William,40,Engineering,Crew,(Delivery trip only),false
MCILWAINE,Mr James,25,Engineering,Crew,(Delivery trip only),false
MCINERNEY,Mr Thomas,38,Engineering,Crew,,false
MCINTOSH,Mr Joseph,48,Deck,Crew,(Delivery trip only),false
MCINTYRE,Mr William,21,Engineering,Crew,,true
MCKANE,Mr Peter Daniel,46,2nd Class,Passenger,,false
MCKAY,Mr Charles Donald,30,Victualling,Crew,,true
MCKENNA,Mr Barney,24,Engineering,Crew,(Delivery trip only),false
MCKENNA,Mr Patrick,40,Deck,Crew,(Delivery trip only),false
MCKINNEY,Mr Peter,40,Engineering,Crew,(Delivery trip only),false
MCLAREN,Mrs Hypatia,42,Victualling,Crew,,true
MCMAHON,Mr Martin,19,3rd Class,Passenger,,false
MCMICKEN,Mr Arthur,26,Victualling,Crew,,true
MCMICKEN,Mr Benjamin Tucker,21,Victualling,Crew,,false
MCMILLAN,Mr Samuel,29,Engineering,Crew,(Delivery trip only),false
MCMILLAN,Mr William,35,Engineering,Crew,(Delivery trip only),false
MCMILLEN,Mr Thomas,55,Engineering,Crew,(Delivery trip only),false
MCMULLAN,Mr Patrick,30,Engineering,Crew,(Delivery trip only),false
MCMULLAN,Mr William,40,Engineering,Crew,(Delivery trip only),false
MCMULLIN,Mr John Richard,36,Victualling,Crew,,false
MCMURRAY,Mr William,44,Victualling,Crew,,false
MCNAMEE,Mr Neal,27,3rd Class,Passenger,,false
MCNAMEE,Mrs Eileen,19,3rd Class,Passenger,,false
MCNEILL,Miss Bridget,32,3rd Class,Passenger,,false
MCQUILLAN,Mr William,26,Engineering,Crew,,false
MCRAE,Mr William Alexander,32,Engineering,Crew,,false
MCREYNOLDS,Mr William Thomas Carson,22,Engineering,Crew,,false
MCTEER,Mr John,38,Engineering,Crew,(Delivery trip only),false
MEANWELL,Mrs Marian,62,3rd Class,Passenger,,false
MECHAN,Mr William,38,Engineering,Crew,(Delivery trip only),false
MEEHAN,Mr John,22,3rd Class,Passenger,,false
MEEK,Mrs Annie Louisa,32,3rd Class,Passenger,,false
MEISNERE,Mr Simon,34,3rd Class,Passenger,,false
MELLINGER,Miss Violet Madeline,13,2nd Class,Passenger,,true
MELLINGER,Mrs Elizabeth Anne,42,2nd Class,Passenger,,true
MELLOR,Mr Arthur,34,Victualling,Crew,,false
MELLORS,Mr William John,19,2nd Class,Passenger,,true
MEO (MARTINO),Mr Alfonzo,48,3rd Class,Passenger,,false
MERNAGH,Mr Robert,28,3rd Class,Passenger,,false
MEWE,Mr W. J.,35,Victualling,Crew,Failed to Join Ship,false
MEYER,Mr August,31,2nd Class,Passenger,,false
MEYER,Mr Edgar Joseph,28,1st Class,Passenger,,false
MEYER,Mrs Leila,25,1st Class,Passenger,,true
MIDDLETON,Mr Alfred Pirrie,27,Engineering,Crew,,false
MIDDLETON,Mr Mark Victor,24,Victualling,Crew,,false
MIDTSJØ,Mr Karl Albert,21,3rd Class,Passenger,,true
MIHOFF,Mr Stoytcho,28,3rd Class,Passenger,,false
MILES,Mr Frank,23,3rd Class,Passenger,,false
MILFORD,Mr George,28,Engineering,Crew,,false
MILLAR,Mr Robert,26,Engineering,Crew,,false
MILLAR,Mr Thomas,32,Engineering,Crew,,false
MILLER,Mr William,32,Engineering,Crew,(Delivery trip only),false
MILLET,Mr Francis Davis,65,1st Class,Passenger,,false
MILLFORD,Mr Daniel,26,Deck,Crew,(Delivery trip only),false
MILLING,Mr Jacob Christian,48,2nd Class,Passenger,,false
MILLS,Mr Christopher,51,Victualling,Crew,,true
MINAHAN,Dr William Edward,44,1st Class,Passenger,,false
MINAHAN,Miss Ida Daisy,33,1st Class,Passenger,,true
MINAHAN,Mrs Lillian Mae,37,1st Class,Passenger,,true
MINEFF,Mr Ivan,24,3rd Class,Passenger,,false
MINKOFF,Mr Lazar,21,3rd Class,Passenger,,false
MINTRAM,Mr William,46,Engineering,Crew,,false
MISH'ALĀNĪ,Mr Ibrāhīm Mansūr,53,Victualling,Crew,,false
MITCHELL,Mr Henry Michael,71,2nd Class,Passenger,,false
MITCHELL,Mr Lorenzo Horace,19,Engineering,Crew,,false
MITKOFF,Mr Mito,23,3rd Class,Passenger,,false
MOCK,Mr Philipp Edmund,30,1st Class,Passenger,,true
MOCKLER,Miss Ellen Mary,23,3rd Class,Passenger,,true
MOEN,Mr Sigurd Hansen,27,3rd Class,Passenger,,false
MOLSON,Mr Harry Markland,55,1st Class,Passenger,,false
MONRÓS,Sr. Joan Javier,20,Restaurant Staff,Crew,,false
MONTEVERDI,Sig. Giovanni,23,Restaurant Staff,Crew,,false
MONTVILA,Fr Juozas,27,2nd Class,Passenger,,false
MOODY,Mr James Paul,24,Deck,Crew,Titanic Officers,false
MOOR,Master Meier,7,3rd Class,Passenger,,true
MOOR,Mrs Beila,29,3rd Class,Passenger,,true
MOORE,Mr Alfred Ernest,38,Victualling,Crew,,false
MOORE,Mr Clarence,47,1st Class,Passenger,,false
MOORE,Mr George Alfred,32,Deck,Crew,,true
MOORE,Mr J.,29,Engineering,Crew,,true
MOORE,Mr Leonard Charles,19,3rd Class,Passenger,,false
MOORE,Mr Ralph,22,Engineering,Crew,,false
MOORES,Mr Richard Henry,44,Engineering,Crew,,false
MORAN,Miss Bridget,28,3rd Class,Passenger,,true
MORAN,Mr Daniel J.,28,3rd Class,Passenger,,false
MORAWECK,Dr Ernest,54,2nd Class,Passenger,,false
MORGAN (BIRD),Mr Charles Frederick,44,Victualling,Crew,,false
MORGAN,Mr Arthur Herbert,27,Engineering,Crew,,false
MORGAN,Mr Patrick,26,Engineering,Crew,(Delivery trip only),false
MORGAN,Mr Thomas A.,26,Engineering,Crew,,false
MORLEY,Mr Henry Samuel,38,2nd Class,Passenger,,false
MORLEY,Mr William,34,3rd Class,Passenger,,false
MORRELL,Mr James,24,Deck,Crew,(Delivery trip only),false
MORRIS,Mr Frank Herbert,28,Victualling,Crew,,true
MORRIS,Mr William Edward,23,Engineering,Crew,,false
MORRISON,Mr Thomas,26,Engineering,Crew,(Delivery trip only),false
MORROW,Mr Thomas Rowan,31,3rd Class,Passenger,,false
MOSS,Mr Albert Johan,29,3rd Class,Passenger,,true
MOSS,Mr William,35,Victualling,Crew,,false
MOUSSA,Mrs Mantoura Boulos,35,3rd Class,Passenger,,true
MOUTAL,Mr Rahamin Haim,28,3rd Class,Passenger,,false
MOYES,Mr William Young,24,Engineering,Crew,,false
MUBĀRIK,Master Halīm,4,3rd Class,Passenger,,true
MUBĀRIK,Master Jirjis,7,3rd Class,Passenger,,true
MUBĀRIK,Mrs Amīnah,25,3rd Class,Passenger,,true
MUDD,Mr Thomas Cupper,16,2nd Class,Passenger,,false
MULLEN,,0,2nd Class,Passenger,Cross Channel Passenger,true
MÜLLER,Mr Ludwig,37,Victualling,Crew,,false
MULLHOLLAND,Mr Daniel,48,Engineering,Crew,(Delivery trip only),false
MULLHOLLAND,Mr J.,45,Engineering,Crew,(Delivery trip only),false
MULLIN,Miss Catherine,21,3rd Class,Passenger,,true
MULLIN,Miss Mary,18,3rd Class,Passenger,,false
MULLIN,Mr Thomas,20,Victualling,Crew,,false
MULVIHILL,Miss Bridget Elizabeth,25,3rd Class,Passenger,,true
MURDLIN,Mr Joseph,22,3rd Class,Passenger,,false
MURDOCH,Mr William McMaster,39,Deck,Crew,Titanic Officers,false
MURDOCK,Mr William John,37,Engineering,Crew,,true
MURPHY,Miss Catherine,18,3rd Class,Passenger,,true
MURPHY,Miss Margaret,25,3rd Class,Passenger,,true
MURPHY,Miss Nora,31,3rd Class,Passenger,,true
MURPHY,Mr Thomas,35,Engineering,Crew,(Delivery trip only),false
MUSLAMĀNĪ,Mrs Fatīmah Muhammad,22,3rd Class,Passenger,,true
MYHRMAN,Mr Pehr Fabian Oliver Malkolm,18,3rd Class,Passenger,,false
MYLES,Mr Thomas Francis,63,2nd Class,Passenger,,false
NAIDENOFF,Mr Penko,22,3rd Class,Passenger,,false
NAJĪB QIYĀMAH,Miss Adāl,15,3rd Class,Passenger,,true
NAKHLI,Mr Toufik,17,3rd Class,Passenger,,false
NAKID,Miss Mariayam,1,3rd Class,Passenger,,true
NAKID,Mr Sa'īd Antūn,20,3rd Class,Passenger,,true
NAKID,Mrs Wadi'ah,19,3rd Class,Passenger,,true
NANCARROW,Mr William Henry,36,3rd Class,Passenger,,false
NANKOFF,Mr Minko,32,3rd Class,Passenger,,false
NANNINI,Sig. Francesco Luigi Arcangelo,42,Restaurant Staff,Crew,,false
NASR 'ALMĀ,Mr Mustafà,20,3rd Class,Passenger,,false
NAṢR ALLĀH,Mr Niqūlā Khalīl,29,2nd Class,Passenger,,false
NAṢR ALLĀH,Mrs Adāl,17,2nd Class,Passenger,,true
NAṢR ALLĀH,Mrs Zād,45,3rd Class,Passenger,,true
NASR-RIZQ,Mr Su'ādah Ḥannā,20,3rd Class,Passenger,,false
NATSCH,Mr Charles,36,1st Class,Passenger,,false
NAUGHTON,Miss Hannah,21,3rd Class,Passenger,,false
NAVRATIL,Master Edmond Roger,2,2nd Class,Passenger,,true
NAVRATIL,Master Michel Marcel,3,2nd Class,Passenger,,true
NAVRATIL,Mr Michel,31,2nd Class,Passenger,,false
NEAL,Mr Harold Bentley,25,Victualling,Crew,,true
NEILL,Mr Thomas,42,Engineering,Crew,(Delivery trip only),false
NENKOV,Mr Hristo,22,3rd Class,Passenger,,false
NESSON,Mr Israel,26,2nd Class,Passenger,,false
NETTLETON,Mr George Walter,30,Engineering,Crew,,false
NEWELL,Miss Madeleine,31,1st Class,Passenger,,true
NEWELL,Miss Marjorie Anne,23,1st Class,Passenger,,true
NEWELL,Mr Arthur Webster,58,1st Class,Passenger,,false
NEWMAN,Mr Charles Thomas,32,Engineering,Crew,,false
NEWSOM,Miss Helen Monypeny,19,1st Class,Passenger,,true
NICHOLLS,Mr Joseph Charles,19,2nd Class,Passenger,,false
NICHOLLS,Mr Sidney,39,Victualling,Crew,,false
NICHOLS,Mr Albert William Stanley,47,Deck,Crew,,false
NICHOLS,Mr Arthur,45,Victualling,Crew,,false
NICHOLS,Mr Walter Henry,35,Victualling,Crew,,true
NICHOLS,Mrs Emily,48,1st Class,Passenger,Cross Channel Passenger,true
NICHOLSON,Mr Arthur Ernest,59,1st Class,Passenger,,false
NIEMINEN,Miss Manta Josefina,29,3rd Class,Passenger,,false
NIKLASSON,Mr Samuel,28,3rd Class,Passenger,,false
NILSSON,Miss Berta Olivia,18,3rd Class,Passenger,,true
NILSSON,Miss Helmina Josefina,26,3rd Class,Passenger,,true
NILSSON,Mr August Ferdinand,21,3rd Class,Passenger,,false
NĪQŪLA YĀRID,Master Ilyās,11,3rd Class,Passenger,,true
NĪQŪLA YĀRID,Miss Jamīlah,14,3rd Class,Passenger,,true
NISKANEN,Mr Juho,0,3rd Class,Passenger,,true
NIVEN,Mr John Brown,30,Engineering,Crew,,false
NOEL,Major Gerard Thomas,55,1st Class,Passenger,Cross Channel Passenger,true
NOEL,Master William Henry Middleton,13,1st Class,Passenger,Cross Channel Passenger,true
NOFAL,Mr Mansouer,20,3rd Class,Passenger,,false
NOLAN,Mr Michael,31,Engineering,Crew,(Delivery trip only),false
NOON,Mr John Thomas,42,Engineering,Crew,,false
NORMAN,Mr Robert Douglas,27,2nd Class,Passenger,,false
NORRIS,Mr James,22,Engineering,Crew,,false
NOSS,Mr Bertram Arthur,20,Engineering,Crew,,false
NOSS,Mr Henry,30,Engineering,Crew,,true
NOSWORTHY,Mr Richard Cater,21,3rd Class,Passenger,,false
NOURNEY,Mr Alfred,20,1st Class,Passenger,,true
NUTBEAN,Mr William,30,Engineering,Crew,,true
NYE,Mrs Elizabeth,29,2nd Class,Passenger,,true
NYSTEN,Miss Anna Sofia,22,3rd Class,Passenger,,true
NYSVEEN,Mr Johannes Hansen,60,3rd Class,Passenger,,false
O'BRIEN,Mr Denis,22,3rd Class,Passenger,,false
O'BRIEN,Mr Thomas,26,3rd Class,Passenger,,false
O'BRIEN,Mrs Hannah,27,3rd Class,Passenger,,true
O'CONNELL,Mr Patrick Denis,18,3rd Class,Passenger,,false
O'CONNOR,Mr John,29,Engineering,Crew,Substitute Crew,true
O'CONNOR,Mr Maurice,15,3rd Class,Passenger,,false
O'CONNOR,Mr Patrick,23,3rd Class,Passenger,,false
O'CONNOR,Mr Thomas Peter,44,Victualling,Crew,,false
O'DWYER,Miss Ellen,22,3rd Class,Passenger,,true
O'FLANNIGAN,Mr Thomas,39,Engineering,Crew,(Delivery trip only),false
O'KEEFE,Mr Arthur,44,3rd Class,Passenger,,false
O'KEEFFE,Mr Patrick,21,3rd Class,Passenger,,true
O'LEARY,Miss Hanora,16,3rd Class,Passenger,,true
O'LOUGHLIN,Dr William Francis Norman,63,Deck,Crew,,false
O'SULLIVAN,Miss Bridget Mary,21,3rd Class,Passenger,,false
ÖDAHL,Mr Nils Martin,23,3rd Class,Passenger,,false
ODELL,Master Jack,11,1st Class,Passenger,Cross Channel Passenger,true
ODELL,Miss Kate,0,1st Class,Passenger,Cross Channel Passenger,true
ODELL,Mrs Lily May,0,1st Class,Passenger,Cross Channel Passenger,true
ÖHMAN,Miss Velin Matilda,22,3rd Class,Passenger,,true
OLIVA Y OCANA,Doña Fermina,39,1st Class,Passenger,Servant,true
OLIVE,Mr Charles,31,Engineering,Crew,,false
OLIVE,Mr Ernest Roskelly,27,Victualling,Crew,,false
OLIVER,Mr Harry,41,Engineering,Crew,,true
OLLIVER,Mr Alfred John,27,Deck,Crew,,true
OLSEN,Master Artur Karl,9,3rd Class,Passenger,,true
OLSEN,Mr Henry Margido,28,3rd Class,Passenger,,false
OLSEN,Mr Karl Siegwart Andreas,42,3rd Class,Passenger,,false
OLSEN,Mr Ole Martin,27,3rd Class,Passenger,,false
OLSSON,Miss Elina,31,3rd Class,Passenger,,false
OLSSON,Mr Nils Johan Göransson,28,3rd Class,Passenger,,false
OLSVIGEN,Mr Thor Anderson,20,3rd Class,Passenger,,false
OMONT,Mr Alfred Fernand,29,1st Class,Passenger,,true
OREŠKOVIĆ,Miss Jelka,30,3rd Class,Passenger,,false
OREŠKOVIĆ,Miss Marija,19,3rd Class,Passenger,,false
OREŠKOVIĆ,Mr Luka,20,3rd Class,Passenger,,false
ORPET,Mr Walter Hayward,31,Victualling,Crew,,false
ORR,Mr James,39,Victualling,Crew,,false
OSBORNE,Miss D.,0,2nd Class,Passenger,Cross Channel Passenger,true
OSBORNE,Mr William Edward,33,Victualling,Crew,,false
OSÉN,Mr Olaf Elon,16,3rd Class,Passenger,,false
OSMAN,Mr Frank,27,Deck,Crew,,true
OSMAN,Mrs Mara,31,3rd Class,Passenger,,true
ØSTBY,Miss Helen Ragnhild,22,1st Class,Passenger,,true
ØSTBY,Mr Engelhart Cornelius,64,1st Class,Passenger,,false
OTHEN,Mr Charles Alfred,36,Engineering,Crew,,true
OTTER,Mr Richard,38,2nd Class,Passenger,,false
OVIÉS Y RODRÍGUEZ,Mr Servando José Florentino,36,1st Class,Passenger,,false
OWEN,Mr Lewis,49,Victualling,Crew,,false
OXENHAM,Mr Percy Thomas,22,2nd Class,Passenger,,true
PACEY,Mr Reginald lvan,17,Victualling,Crew,,false
PACHERA,Sig. Jean Baptiste Stanislas,19,Restaurant Staff,Crew,,false
